PassengerId,Survived_pred,Probability_Survival
1118,0,0.10772853004911542
1119,1,0.6795766968288053
1120,0,0.06916363886233182
1121,0,0.14633836843027984
1122,0,0.2602790475162757
1123,1,0.897994742474075
1124,0,0.0826681655426652
1125,0,0.11619790442055232
1126,0,0.397040121557884
1127,0,0.10772853004911542
1128,0,0.16700264179634908
1129,0,0.19365883763246444
1130,1,0.8360255604898814
1131,1,0.9528949971679633
1132,1,0.8826170963862193
1133,1,0.8905334485231013
1134,0,0.3625073988420493
1135,0,0.10772853004911542
1136,0,0.12445937005167
1137,0,0.2595480294651582
1138,1,0.8601417019879014
1139,0,0.21165429664201965
1140,1,0.857069871677578
1141,0,0.4642214115416626
1142,1,0.9753077659863392
1143,0,0.10772853004911542
1144,0,0.4115813157451419
1145,0,0.10772853004911542
1146,0,0.11997409630678318
1147,0,0.10772853004911542
1148,0,0.11619790442055232
1149,0,0.10772853004911542
1150,1,0.8394649563167893
1151,0,0.10772853004911542
1152,0,0.11716832173865281
1153,0,0.10772853004911542
1154,1,0.8601417019879014
1155,1,0.7963216872917739
1156,0,0.14897508997275355
1157,0,0.10772853004911542
1158,0,0.1316170369448885
1159,0,0.10772853004911542
1160,0,0.4411943991555875
1161,0,0.10772853004911542
1162,0,0.397040121557884
1163,0,0.11619790442055232
1164,1,0.9549327203458232
1165,1,0.712083344661015
1166,0,0.13652552860600944
1167,1,0.857069871677578
1168,0,0.12881506492293607
1169,0,0.1469218945299531
1170,0,0.1482765496187538
1171,0,0.12881506492293607
1172,0,0.4411943991555875
1173,1,0.8521882219624654
1174,1,0.6795766968288053
1175,1,0.8989815928851809
1176,1,0.719779715127863
1177,0,0.11997409630678318
1178,0,0.10772853004911542
1179,0,0.32707024644156335
1180,0,0.13652552860600944
1181,0,0.10772853004911542
1182,0,0.26654015580030765
1183,1,0.7255015899359197
1184,0,0.13652552860600944
1185,0,0.26024670360843366
1186,0,0.11997409630678318
1187,0,0.10772853004911542
1188,1,0.9802052543772738
1189,0,0.12966415978189233
1190,0,0.26654015580030765
1191,0,0.10772853004911542
1192,0,0.11997409630678318
1193,0,0.09589167809458204
1194,0,0.15012179129583864
1195,0,0.10772853004911542
1196,1,0.6795766968288053
1197,1,0.7653976564793263
1198,0,0.2639556315188353
1199,1,0.8054305374953618
1200,0,0.26024670360843366
1201,0,0.37934860461867276
1202,0,0.10772853004911542
1203,0,0.19365883763246444
1204,0,0.10772853004911542
1205,1,0.6258326524878423
1206,1,0.9098840384727176
1207,1,0.694504075922339
1208,0,0.24998417573154985
1209,0,0.12881506492293607
1210,0,0.10772853004911542
1211,0,0.17475554759140632
1212,0,0.10772853004911542
1213,0,0.19365883763246444
1214,0,0.13180487801970028
1215,0,0.34237844686036173
1216,1,0.8910979351172396
1217,0,0.10134958238820745
1218,1,0.8918782480903765
1219,0,0.3625073988420493
1220,0,0.1482765496187538
1221,0,0.13180487801970028
1222,1,0.8906867401777527
1223,0,0.4312743431965229
1224,0,0.13652552860600944
1225,1,0.7515233842906854
1226,0,0.10772853004911542
1227,0,0.24903732469589884
1228,0,0.14633836843027984
1229,0,0.11536127017224147
1230,0,0.21773558855371006
1231,0,0.13652552860600944
1232,0,0.12881506492293607
1233,0,0.11997409630678318
1234,0,0.14060091691831375
1235,1,0.9535097103410737
1236,0,0.06823361136937449
1237,1,0.5092003936678573
1238,0,0.13180487801970028
1239,1,0.5907339088051028
1240,0,0.13180487801970028
1241,1,0.8671635253065872
1242,1,0.9401436152958956
1243,0,0.12881506492293607
1244,0,0.23710751313618997
1245,0,0.2785564244104906
1246,1,0.8768391831597957
1247,0,0.19357062426377264
1248,1,0.9385496412274753
1249,0,0.10772853004911542
1250,0,0.11619790442055232
1251,1,0.523922771492838
1252,0,0.09138835340188663
1253,1,0.9378427702426699
1254,1,0.8671635253065872
1255,0,0.10772853004911542
1256,1,0.9822803091522367
1257,0,0.23439865111681435
1258,0,0.08955033506768156
1259,0,0.41068196939094764
1260,1,0.9401436152958956
1261,0,0.14897508997275355
1262,0,0.1289361796075791
1263,1,0.9439851222583361
1264,0,0.16185874983538204
1265,0,0.13057763730287017
1266,1,0.8782495336451914
1267,1,0.9270596118502644
1268,0,0.37526474507182106
1269,0,0.13180487801970028
1270,0,0.20825622199035299
1271,0,0.25532184838100513
1272,0,0.11619790442055232
1273,0,0.11619790442055232
1274,0,0.3293776738613082
1275,1,0.523922771492838
1276,0,0.13180487801970028
1277,1,0.8744076599527454
1278,0,0.10772853004911542
1279,0,0.12102590708924038
1280,0,0.11619790442055232
1281,0,0.17077035923118886
1282,0,0.33266368089875475
1283,1,0.8232452160292119
1284,0,0.17921241039015773
1285,0,0.12761157067464957
1286,0,0.03233229648615117
1287,1,0.9088089298449663
1288,0,0.11619790442055232
1289,1,0.9528949971679633
1290,0,0.10772853004911542
1291,0,0.12246441224135363
1292,1,0.8921384201149807
1293,0,0.12071994697215727
1294,1,0.960185509706013
1295,0,0.26654015580030765
1296,0,0.2854944835108628
1297,0,0.21005092746978266
1298,0,0.12600199497070247
1299,0,0.23487339457554018
1300,1,0.694504075922339
1301,1,0.7904417526433394
1302,1,0.6795766968288053
1303,1,0.9395860070396942
1304,0,0.491843546211579
1305,0,0.10772853004911542
1306,1,0.9401436152958956
1307,0,0.08693842019622121
1308,0,0.10772853004911542
1309,0,0.16031918048313468
