PassengerId,Survived_pred,Probabilty
974,0,0.15182069920698785
975,0,0.1414077080803285
976,0,0.1286564151953686
977,0,0.14581282059562914
978,1,0.8641501654377177
979,1,0.5605442123710158
980,1,0.8624514611746894
981,1,0.8780660544296479
982,0,0.45739663448459544
983,0,0.14124825550947806
984,1,0.925584872155854
985,0,0.14161216438592683
986,0,0.15916597084781076
987,0,0.14003034881879253
988,1,0.7100549861214892
989,0,0.1423116007684476
990,1,0.5486648234844361
991,0,0.14694253816999944
992,1,0.9034672165462289
993,0,0.13556878148835938
994,0,0.14884709710714994
995,0,0.14014535427002892
996,1,0.8209847649785602
997,0,0.16552999455195944
998,0,0.15042213451967354
999,0,0.14884709710714994
1000,0,0.1425023075748507
1001,0,0.15658481900385574
1002,0,0.12916647504186587
1003,1,0.8624883010492309
1004,1,0.8609856399407577
1005,1,0.8644714128077826
1006,1,0.8128965098395888
1007,0,0.2021817935238577
1008,0,0.15017199112081103
1009,1,0.8423210997664319
1010,0,0.15762042766163462
1011,1,0.8625769385580736
1012,1,0.8598902582727405
1013,0,0.14958839779707803
1014,1,0.9050386824753469
1015,0,0.14056258498122767
1016,0,0.14884709710714994
1017,1,0.7446597670218875
1018,0,0.14184606542312145
1019,1,0.7824560205226277
1020,0,0.15122235157960373
1021,0,0.14055545023896904
1022,0,0.14576504985093158
1023,0,0.15308248000141925
1024,0,0.28941458058702707
1025,0,0.1410904778876751
1026,0,0.15271070420153493
1027,0,0.1403027960379438
1028,0,0.1526779930859847
1029,0,0.13850962176259007
1030,1,0.5359408306168815
1031,0,0.20015307574382576
1032,0,0.20615498196859844
1033,1,0.886017291199636
1034,0,0.2507516764839597
1035,0,0.149515543128745
1036,0,0.15173570281265586
1037,0,0.11189611647158215
1038,0,0.152107284216685
1039,0,0.14217172292172411
1040,0,0.15205834023811113
1041,0,0.12757457292175253
1042,1,0.891848946712024
1043,0,0.15136090017615744
1044,0,0.15001446591589976
1045,0,0.5
1046,0,0.09383455891477305
1047,0,0.13991350074963785
1048,1,0.8579893288286696
1049,1,0.5352086120788712
1050,0,0.15173570281265586
1051,1,0.6227856113572047
1052,1,0.8624303801905466
1053,1,0.6146798412639358
1054,1,0.8656685454825164
1055,0,0.1402402457316581
1056,0,0.15075192399588186
1057,0,0.4413127223499494
1058,0,0.16561261246637257
1059,0,0.09045818959621033
1060,1,0.8594645636215891
1061,1,0.543358018222343
1062,0,0.14095294173084302
1063,0,0.1519861828917813
1064,0,0.11702261442052805
1065,0,0.15080870668862847
1066,0,0.1491600988412756
1067,1,0.9253874116129115
1068,1,0.8883688265605334
1069,0,0.2618691686697394
1070,1,0.6695335729163986
1071,1,0.6573041951286234
1072,0,0.13952779240409857
1073,0,0.2369041176923679
1074,1,0.8977893508796133
1075,0,0.14884709710714994
1076,1,0.8845620424198385
1077,0,0.15222715066759313
1078,1,0.9256946023806734
1079,0,0.11060541343376976
1080,0,0.1521521753181457
1081,0,0.15010945478541668
1082,0,0.13358628636041756
1083,0,0.15204778022423263
1084,0,0.35727136639914875
1085,0,0.1254822542300944
1086,1,0.8196504229953452
1087,0,0.14667553403481198
1088,1,0.6084585854228063
1089,1,0.559614901289988
1090,0,0.13986190922133415
1091,1,0.5206424715114395
1092,1,0.8713360101707904
1093,1,0.855038448739994
1094,0,0.4063272611768594
1095,1,0.9451919661294099
1096,0,0.1372995754645096
1097,0,0.1527678237758254
1098,1,0.8391588318938403
1099,0,0.13833227092377828
1100,1,0.8585304275514509
1101,0,0.1401596331309001
1102,0,0.17020977638152346
1103,0,0.14030449872471507
1104,0,0.2470375395827268
1105,1,0.7791163537943157
1106,0,0.2871303148241307
1107,0,0.15143874244920283
1108,1,0.8626142694661275
1109,0,0.2872687707128142
1110,1,0.9001244129585658
1111,0,0.14161216438592683
1112,1,0.8667330440781934
1113,0,0.14369872306893258
1114,1,0.8558875213867533
1115,0,0.14337311550026968
1116,1,0.7937496188996153
1117,1,0.6569640162691701
1118,0,0.14081557289721355
1119,1,0.8624514611746894
1120,0,0.16316776041685463
1121,0,0.14616757170971725
1122,0,0.26378083050185164
1123,1,0.8921711454036646
1124,0,0.11788601125225048
1125,0,0.1489228361534307
1126,0,0.23255504266034063
1127,0,0.1455273708242323
1128,0,0.28630067934952685
1129,0,0.17072483687170475
1130,1,0.9015906850352279
1131,1,0.9139460210892802
1132,1,0.7794053616039284
1133,1,0.8060107130449626
1134,0,0.26099317205344386
1135,0,0.14139673213894005
1136,0,0.07778850061196065
1137,0,0.15667966559811147
1138,1,0.8730305347362003
1139,0,0.10537864704330015
1140,1,0.8625769385580736
1141,1,0.6958941916498346
1142,1,0.9370016473196962
1143,0,0.14561816046224438
1144,0,0.21137934255731214
1145,0,0.14224072869308285
1146,0,0.14838133282130736
1147,0,0.14095294173084302
1148,0,0.14884709710714994
1149,0,0.14161216438592683
1150,1,0.857640860746663
1151,0,0.14334659316806414
1152,0,0.12085812755666782
1153,0,0.14344767953601686
1154,1,0.8760383476628548
1155,1,0.8392626127002341
1156,0,0.12565420670931154
1157,0,0.1414077080803285
1158,0,0.1521331045190214
1159,0,0.14095294173084302
1160,1,0.5203904644845633
1161,0,0.15675392539271238
1162,0,0.1773586004646617
1163,0,0.14884709710714994
1164,1,0.8800712421443123
1165,1,0.862512220185423
1166,0,0.1508052741688459
1167,1,0.8586136517253811
1168,0,0.13665595181792417
1169,0,0.1408713690713092
1170,0,0.1301598381739142
1171,0,0.14194467137309938
1172,1,0.5382351955909623
1173,1,0.7719050492575676
1174,1,0.8624514611746894
1175,1,0.9013044238427554
1176,1,0.8331177755767748
1177,0,0.1490974885275897
1178,0,0.14056258498122767
1179,0,0.1754555978792568
1180,0,0.15080870668862847
1181,0,0.14161216438592683
1182,0,0.15223281292139765
1183,1,0.8571017163419847
1184,0,0.15080870668862847
1185,0,0.16118944860313836
1186,0,0.1522038793072369
1187,0,0.14030249203302222
1188,1,0.9424722521625243
1189,0,0.15210236616267894
1190,0,0.14988914268255332
1191,0,0.14221728881884027
1192,0,0.14539181846735877
1193,0,0.12805703071933375
1194,0,0.11360540058651315
1195,0,0.14135635963562385
1196,1,0.8624514611746894
1197,1,0.8041526188454449
1198,0,0.3286100985285169
1199,1,0.7795457544240046
1200,0,0.16935972900747162
1201,0,0.4392115827059879
1202,0,0.15264313830907905
1203,0,0.16299944763113505
1204,0,0.14098564650823875
1205,1,0.8276614988775058
1206,1,0.8779116453160214
1207,1,0.8635682458737151
1208,0,0.407984813671736
1209,0,0.15212178716189245
1210,0,0.14068032241522513
1211,0,0.1416543873770583
1212,0,0.14014535427002892
1213,0,0.1552303138679711
1214,0,0.13850962176259007
1215,0,0.14917566766041934
1216,1,0.8728620343770759
1217,0,0.13987376885363723
1218,1,0.8050615590473523
1219,0,0.17946972018327584
1220,0,0.13300909415418893
1221,0,0.14659765224381985
1222,1,0.7942521522720224
1223,0,0.15199522487028724
1224,0,0.1508052741688459
1225,1,0.7854805383658535
1226,0,0.14073489609243092
1227,0,0.15013403436625908
1228,0,0.14142552647842505
1229,0,0.11383007981898795
1230,0,0.15622517358738533
1231,0,0.15080870668862847
1232,0,0.15704621202114236
1233,0,0.14512808886917844
1234,0,0.42733018626709957
1235,1,0.7379478046047923
1236,0,0.07582278328359733
1237,1,0.5724258044359174
1238,0,0.13850962176259007
1239,1,0.6142491317900607
1240,0,0.14056099065516076
1241,1,0.8829916661579811
1242,1,0.8871031681746194
1243,0,0.1372995754645096
1244,0,0.2392286628498858
1245,0,0.13887278132361547
1246,1,0.7952057350124734
1247,0,0.1515618005541745
1248,1,0.8085138564135002
1249,0,0.1413857591755601
1250,0,0.14884709710714994
1251,0,0.4399983936843549
1252,0,0.17798938135537123
1253,1,0.914393448750869
1254,1,0.8829916661579811
1255,0,0.1417540735118016
1256,1,0.8973052015889486
1257,0,0.4215961257702908
1258,0,0.14581571317229564
1259,1,0.654082973230972
1260,1,0.8848168065745995
1261,0,0.12669002162718818
1262,0,0.1521142540608578
1263,1,0.8612471095045743
1264,0,0.15507939992705497
1265,0,0.15162032502285225
1266,1,0.9120616890404409
1267,1,0.8483623872029198
1268,0,0.30061467143616893
1269,0,0.14540707273269066
1270,0,0.15309628194664462
1271,0,0.12669205402179537
1272,0,0.14884709710714994
1273,0,0.14794148687157657
1274,1,0.5467458876303952
1275,0,0.4834331033347572
1276,0,0.13833597931319003
1277,1,0.8625545667819086
1278,0,0.14020106231266496
1279,0,0.14295631869719358
1280,0,0.15038088636357475
1281,0,0.126014324973393
1282,0,0.16575307106631018
1283,1,0.9088591067815442
1284,1,0.532063628843729
1285,0,0.14955195366368876
1286,0,0.05111503208653803
1287,1,0.8963634366942791
1288,0,0.14755391185768915
1289,1,0.9191860203365327
1290,0,0.14181953930403723
1291,0,0.15132131155528272
1292,1,0.8761565967889342
1293,0,0.13572341014092876
1294,1,0.9026693855967758
1295,0,0.20252175925600283
1296,0,0.22039445065517127
1297,0,0.14971064817778523
1298,0,0.14132731870575518
1299,0,0.37662513732986347
1300,1,0.8624145954848127
1301,1,0.81607889593441
1302,1,0.8624514611746894
1303,1,0.8786032141403799
1304,1,0.519282562982125
1305,0,0.14161216438592683
1306,1,0.886251085583646
1307,0,0.1510259559789686
1308,0,0.14161216438592683
1309,0,0.11483339490707263
